"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 01- 16","302.78","299.93","302.91","298.95","85.71M","1.01%"
"2020- 01- 15","299.74","299.91","301.13","298.82","71.77M","-0.59%"
"2020- 01- 14","301.53","302.20","303.61","300.69","92.12M","0.47%"
"2020- 01- 13","300.13","296.62","300.31","296.53","81.68M","1.03%"
"2020- 01- 10","297.06","294.80","297.17","294.17","94.16M","0.90%"
"2020- 01- 09","294.41","293.83","294.41","292.10","111.79M","1.72%"
"2020- 01- 08","289.42","288.94","291.01","287.30","124.53M","-0.62%"
"2020- 01- 07","291.23","290.01","292.26","289.64","65.35M","0.97%"
"2020- 01- 06","288.43","287.73","289.41","287.49","69.96M","-0.79%"
"2020- 01- 03","290.74","293.10","294.88","289.04","79.77M","0.13%"
"2020- 01- 02","290.35","294.19","294.57","289.96","66.16M","-1.16%"
"2019- 12- 30","293.77","294.60","295.49","293.40","54.97M","-0.48%"
